provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
060001,1801 16TH STREET,CO,Nonprofit,153,31357,1.0,No,48136864,217367,0,80427621,291577506,1535.12,16.51,2564.9,27.58,0.444,0.215,0,0,0,0
060030,2000 BOISE AVENUE,CO,Nonprofit,90,6068,1.0,No,19709984,0,0,32336771,100050568,3248.18,19.7,5329.07,32.32,0.611,0.232,0,0,0,0
060076,615 FAIRHURST STREET,CO,Nonprofit,21,2198,2.0,No,8527785,305,0,14158374,49014381,3879.79,17.4,6441.48,28.89,0.354,0.379,0,0,0,0
062017,4401A UNION STREET,CO,For-Profit,20,6763,1.0,No,1980054,133257,0,4636478,11692997,292.78,16.93,685.57,39.65,0.317,0.265,0,0,0,0
110073,200 PERRY HOUSE ROAD,GA,Government,43,2174,2.0,No,3109753,361361,0,10003534,30622022,1430.43,10.16,4601.44,32.67,0.741,0.203,0,0,0,0
110095,901 EAST 18TH STREET,GA,Nonprofit,161,41394,2.0,No,59294386,4649225,0,132907607,377965983,1432.44,15.69,3210.79,35.16,0.75,0.198,0,0,0,0
150007,3500 SOUTH LAFOUNTAIN,IN,Nonprofit,99,15620,1.0,No,24358066,969386,0,39179488,158925448,1559.42,15.33,2508.29,24.65,0.713,0.246,0,0,0,0
150042,520 SOUTH 7TH STREET,IN,Government,69,9713,2.0,No,20182628,4490681,0,70074391,230900056,2077.9,8.74,7214.5,30.35,0.495,0.463,0,0,0,0
150072,1101 MICHIGAN AVENUE,IN,Government,32,3379,2.0,No,9567831,5624636,0,35669709,90320920,2831.56,10.59,10556.29,39.49,0.614,0.265,0,0,0,0
150074,1500 NORTH RITTER AVENUE,IN,Nonprofit,300,82464,2.0,No,134013222,6441201,0,202784232,1039134533,1625.11,12.9,2459.06,19.51,0.777,0.149,0,0,0,0
150082,600 MARY STREET,IN,Nonprofit,441,127903,2.0,No,66639515,916795,0,131908959,859489835,521.02,7.75,1031.32,15.35,0.661,0.315,0,0,0,0
150084,2001 WEST 86TH STREET,IN,Nonprofit,501,120650,2.0,No,251019143,55945,0,390484141,1231599757,2080.56,20.38,3236.5,31.71,0.709,0.236,0,0,0,0
150128,1402 EAST COUNTY LINE ROAD SOUTH,IN,Nonprofit,157,35181,2.0,No,39540392,1524122,0,61594893,236206861,1123.91,16.74,1750.8,26.08,0.695,0.258,0,0,0,0
150166,9301 CONNECTICUT DRIVE,IN,For-Profit,16,1823,1.0,No,11842866,372967,0,15375020,49339903,6496.36,24.0,8433.91,31.16,0.557,0.437,0,0,0,0
160040,515 COLLEGE STREET,IA,Nonprofit,30,1343,1.0,No,6365920,0,0,10639854,32861314,4740.07,19.37,7922.45,32.38,0.55,0.45,0,0,0,0
170014,1301 SOUTH MAIN,KS,Nonprofit,28,2643,2.0,No,12487802,0,0,18295885,51398184,4724.86,24.3,6922.39,35.6,0.495,0.505,0,0,0,0
170175,3001 AVENUE A,KS,Nonprofit,89,2735,2.0,No,6487880,124780,0,16362110,40776085,2372.17,15.91,5982.49,40.13,0.617,0.352,0,0,0,0
191315,1102 N. PINE ROAD,LA,Government,25,1141,2.0,No,6050262,504664,0,16741387,42257462,5302.6,14.32,14672.56,39.62,0.349,0.391,0,0,0,0
191324,4608 HIGHWAY 1,LA,Nonprofit,22,2361,2.0,No,6218644,729787,0,12439333,47204846,2633.9,13.17,5268.67,26.35,0.829,0.17,0,0,0,0
230020,18101 OAKWOOD BLVD,MI,Nonprofit,450,111392,2.0,No,13528606,1720072,0,174615525,660111459,121.45,2.05,1567.58,26.45,0.746,0.218,0,0,0,0
230047,215 NORTH AVENUE,MI,Nonprofit,254,71083,1.0,No,77720830,2089482,0,151821508,509358008,1093.38,15.26,2135.83,29.81,0.707,0.275,0,0,0,0
230066,1500 E SHERMAN BLVD,MI,Nonprofit,201,64873,2.0,No,142615185,1893480,0,236029603,648831393,2198.38,21.98,3638.33,36.38,0.815,0.157,0,0,0,0
230089,468 CADIEUX ROAD,MI,Nonprofit,231,39149,1.0,No,55926796,1519637,5840812,89379433,264342026,1428.56,21.16,2283.06,33.81,0.729,0.245,0,0,0,0
230142,33155 ANNAPOLIS AVENUE,MI,Nonprofit,85,27375,1.0,No,41756067,0,0,62927042,176605070,1525.34,23.64,2298.7,35.63,0.713,0.248,0,0,0,0
230151,28050 GRAND RIVER,MI,Nonprofit,189,51320,2.0,No,28488997,3827691,0,61902397,378904224,555.12,7.52,1206.2,16.34,0.697,0.266,0,0,0,0
230165,22101 MOROSS,MI,Nonprofit,459,103559,2.0,No,176402076,1548132,0,278865041,885970689,1703.4,19.91,2692.81,31.48,0.8,0.179,0,0,0,0
230176,5450 FORT STREET,MI,Nonprofit,165,37355,1.0,No,44640566,17980,0,67801700,200034174,1195.04,22.32,1815.06,33.9,0.71,0.273,0,0,0,0
230269,44201 DEQUINDRE,MI,Nonprofit,422,130089,2.0,No,109244097,8812648,121986,174318897,695938199,839.76,15.7,1340.0,25.05,0.647,0.333,0,0,0,0
230270,10000 TELEGRAPH RD,MI,Nonprofit,83,24803,1.0,No,45487188,0,0,69423665,185197339,1833.94,24.56,2799.0,37.49,0.705,0.253,0,0,0,0
230302,6777 WEST MAPLE RD,MI,Nonprofit,155,44153,2.0,No,48491796,0,1510084,115848881,366621789,1098.27,13.23,2623.81,31.6,0.692,0.298,0,0,0,0
250006,HIGHWAY 30 WEST,MS,Nonprofit,75,9326,2.0,No,13125853,320296,0,21798481,104528961,1407.45,12.56,2337.39,20.85,0.433,0.421,0,0,0,0
250082,1400 EAST UNION STREET,MS,Government,93,12036,2.0,No,19133373,2013315,0,32362074,113068773,1589.68,16.92,2688.77,28.62,0.533,0.345,0,0,0,0
250172,401 GETWELL DRIVE,MS,Government,15,167,1.0,No,1156729,37586,0,2312265,4719116,6926.52,24.51,13845.9,49.0,0.539,0.461,0,0,0,0
260091,6420 CLAYTON ROAD,MO,Nonprofit,216,40700,1.0,No,150454335,-62,0,269377831,790772529,3696.67,19.03,6618.62,34.07,0.833,0.111,0,0,0,0
280105,11111 SOUTH 84TH STREET,NE,Nonprofit,28,3415,1.0,No,8769961,0,0,20836139,46754937,2568.07,18.76,6101.36,44.56,0.524,0.476,0,0,0,0
280128,7500 SOUTH 91ST STREET,NE,Nonprofit,63,5632,1.0,No,11961999,0,0,22244303,70907688,2123.93,16.87,3949.63,31.37,0.492,0.507,0,0,0,0
281340,1313 NORTH CHEYENNE STREET,NE,Government,12,361,2.0,No,1711577,324461,0,3608258,12368890,4741.21,13.84,9995.17,29.17,0.05,0.878,0,0,0,0
290045,3001 ST ROSE PARKWAY,NV,Nonprofit,244,83948,2.0,No,81005089,5840255,0,174503013,509693084,964.94,15.89,2078.7,34.24,0.65,0.248,0,0,0,0
310029,1600 HADDON AVENUE,NJ,Nonprofit,222,47279,1.0,No,53002226,1500472,0,121469082,381042406,1121.05,13.91,2569.2,31.88,0.634,0.319,0,0,0,0
390151,112 NORTH 7TH ST.,PA,Nonprofit,200,45842,1.0,No,63017542,2648656,0,116002003,349636178,1374.67,18.02,2530.47,33.18,0.638,0.346,0,0,0,0
394058,701 E 16TH ST,PA,For-Profit,14,4297,1.0,No,1773544,62975,0,3668643,5790855,412.74,30.63,853.77,63.35,0.65,0.35,0,0,0,0
420010,1304 WEST BOBO NEWSOM HWY,SC,For-Profit,100,7387,1.0,No,17802511,884105,0,30102307,105582857,2409.98,16.86,4075.04,28.51,0.673,0.279,0,0,0,0
422006,1330 TAYLOR AT MARION STREET 7TH FLO,SC,Nonprofit,35,7542,1.0,No,2182772,99964,0,3707028,12157843,289.42,17.95,491.52,30.49,0.442,0.558,0,0,0,0
440131,1995 HIGHWAY 51 SOUTH,TN,Nonprofit,40,2811,1.0,No,21345021,0,0,27365913,162066621,7593.39,13.17,9735.29,16.89,0.625,0.375,0,0,0,0
450029,1700 EAST SAUNDERS,TX,For-Profit,237,52141,2.0,No,61923058,2318042,0,100781100,273132585,1187.61,22.67,1932.86,36.9,0.75,0.217,0,0,0,0
450148,201 WALLS DRIVE,TX,Nonprofit,57,9978,1.0,No,8839465,0,0,17809601,64202334,885.9,13.77,1784.89,27.74,0.742,0.25,0,0,0,0
450272,1301 WONDER WORLD DRIVE,TX,Nonprofit,95,12464,1.0,No,37007915,0,0,56604936,110351505,2969.18,33.54,4541.47,51.3,0.765,0.219,0,0,0,0
450653,1601 W 11TH PLACE,TX,For-Profit,67,1894,2.0,No,9611832,184681,0,17898967,45130642,5074.88,21.3,9450.35,39.66,0.759,0.194,0,0,0,0
450743,207 NORTH BONNIE BRAE,TX,Nonprofit,180,42359,1.0,No,43766639,0,0,77851611,261297918,1033.23,16.75,1837.9,29.79,0.715,0.271,0,0,0,0
490077,500 MARTHA JEFFERSON DRIVE,VA,Nonprofit,138,26245,2.0,No,78158008,289477,0,103273538,350768833,2978.02,22.28,3934.98,29.44,0.588,0.4,0,0,0,0
500021,11315 BRIDGEPORT WAY SW,WA,Nonprofit,96,30291,1.0,No,48775487,0,0,76350813,174703561,1610.23,27.92,2520.58,43.7,0.751,0.23,0,0,0,0
500025,500 - 17TH AVENUE,WA,Nonprofit,125,37773,2.0,No,71846449,247460,0,130714214,476457133,1902.06,15.08,3460.52,27.43,0.714,0.266,0,0,0,0
500044,800 WEST FIFTH AVENUE,WA,Nonprofit,196,43096,1.0,No,107068792,1344448,0,139561905,443825818,2484.43,24.12,3238.4,31.45,0.702,0.265,0,0,0,0
500119,12606 EAST MISSION,WA,Nonprofit,113,17612,1.0,No,40274594,489845,0,51857498,161177666,2286.77,24.99,2944.44,32.17,0.679,0.302,0,0,0,0
500139,3900 CAPITAL MALL DRIVE SW,WA,For-Profit,77,8530,1.0,No,43780415,1138227,9032,56887821,157731077,5132.52,27.76,6669.15,36.07,0.652,0.333,0,0,0,0
500141,34515 NINTH AVENUE S,WA,Nonprofit,104,35842,1.0,No,74213964,0,0,113676288,280696281,2070.59,26.44,3171.59,40.5,0.738,0.238,0,0,0,0
521315,1222 E WOODLAND AVE,WI,Nonprofit,25,2040,2.0,No,13820382,989300,0,19799085,63739189,6774.7,21.68,9705.43,31.06,0.384,0.556,0,0,0,0
530012,1233 E. SECOND STREET,WY,Nonprofit,235,32614,2.0,No,25202682,0,0,47593064,214315462,772.76,11.76,1459.28,22.21,0.444,0.48,0,0,0,0
030061,10401 THUNDERBIRD BLVD.,AZ,Nonprofit,325,71858,2.0,No,76714116,0,0,113090820,367730228,1067.58,20.86,1573.81,30.75,0.581,0.28,0,0,0,0
030093,14502 WEST MEEKER BOULEVARD,AZ,Nonprofit,313,66332,2.0,No,74119560,0,0,109268161,323140065,1117.4,22.94,1647.29,33.81,0.527,0.327,0,0,0,0
040020,225 EAST JACKSON,AR,Nonprofit,289,79167,1.0,No,44784747,2970123,0,108559638,474594276,565.7,9.44,1371.27,22.87,0.608,0.255,0,0,0,0
050057,400 W. MINERAL KING AVE.,CA,Government,366,91674,1.0,No,121009137,5410748,0,280016396,792998147,1319.99,15.26,3054.48,35.31,0.637,0.275,0,0,0,0
050167,500 WEST FRENCH CAMP ROAD,CA,Government,111,40214,1.0,No,51669798,7972308,0,115460482,453054456,1284.87,11.4,2871.15,25.48,0.76,0.108,0,0,0,0
050191,1050 LINDEN AVENUE,CA,Nonprofit,227,51702,1.0,No,57480397,3254770,0,124146374,325414191,1111.76,17.66,2401.19,38.15,0.77,0.165,0,0,0,0
050222,751 MEDICAL CENTER COURT,CA,Nonprofit,295,79477,1.0,No,74270419,6766852,0,165198032,548666158,934.49,13.54,2078.56,30.11,0.719,0.217,0,0,0,0
050234,250 PROSPECT PLACE,CA,Nonprofit,52,9812,1.0,No,22190319,1727957,0,46513120,146265362,2261.55,15.17,4740.43,31.8,0.631,0.302,0,0,0,0
050300,18300 HIGHWAY 18,CA,Nonprofit,180,46395,1.0,No,52055134,1570201,0,126923369,340678479,1122.0,15.28,2735.71,37.26,0.783,0.217,0,0,0,0
050603,24451 HEALTH CENTER DRIVE,CA,Nonprofit,207,35152,1.0,No,77176994,919915,0,127603434,365436807,2195.52,21.12,3630.05,34.92,0.715,0.268,0,0,0,0
100124,6002 BERRYHILL ROAD,FL,For-Profit,79,12743,1.0,No,19389962,1096258,0,33957603,81350031,1521.62,23.84,2664.8,41.74,0.685,0.302,0,0,0,0
110111,2460 WASHINGTON RD  NE,GA,Government,25,2740,1.0,No,2970510,105363,0,8383900,23267562,1084.13,12.77,3059.82,36.03,0.698,0.268,0,0,0,0
112007,2540 WINDY HILL ROAD,GA,Government,55,9852,1.0,No,20711982,357458,0,43181040,161053231,2102.31,12.86,4382.97,26.81,0.619,0.322,0,0,0,0
150088,2015 JACKSON STREET,IN,Nonprofit,116,18080,1.0,No,37122284,-1175,0,59604310,167120045,2053.22,22.21,3296.7,35.67,0.827,0.135,0,0,0,0
190065,8585 PICARDY AVENUE,LA,Nonprofit,204,54721,1.0,No,78552263,2109329,0,143302809,439424228,1435.5,17.88,2618.79,32.61,0.754,0.235,0,0,0,0
190316,3600 FLORIDA BOULEVARD,LA,Nonprofit,155,11869,1.0,No,13049121,143520,0,15778040,41073091,1099.43,31.77,1329.35,38.41,0.849,0.144,0,0,0,0
191312,1635 MARVEL STREET,LA,Nonprofit,25,2089,2.0,No,6473054,182758,0,12187061,27615213,3098.64,23.44,5833.92,44.13,0.451,0.541,0,0,0,0
192043,13 HEYMAN LANE,LA,For-Profit,14,3930,1.0,No,3866563,0,0,5264088,10287592,983.86,37.58,1339.46,51.17,0.608,0.239,0,0,0,0
234023,1525 UNIVERSITY DRIVE,MI,For-Profit,213,66276,1.0,No,8700104,1085450,0,21128983,45656019,131.27,19.06,318.8,46.28,0.939,0.061,0,0,0,0
250134,*,MS,Government,11,886,1.0,No,1069125,2720,0,1693524,4454258,1206.69,24.0,1911.43,38.02,0.656,0.288,0,0,0,0
260068,1600 E BROADWAY,MO,Nonprofit,213,43864,1.0,No,56048785,1798462,0,82739416,424872551,1277.79,13.19,1886.27,19.47,0.583,0.384,0,0,0,0
310092,750 BRUNSWICK AVENUE,NJ,Nonprofit,139,43717,1.0,No,59826207,2724039,0,127633757,362186539,1368.49,16.52,2919.55,35.24,0.774,0.195,0,0,0,0
310113,1140 ROUTE 72 WEST,NJ,Nonprofit,144,32768,1.0,No,39096803,672156,0,80018723,223730638,1193.14,17.47,2441.98,35.77,0.517,0.471,0,0,0,0
320018,2450 S. TELSHORE BLVD,NM,For-Profit,171,27831,1.0,No,54683164,1518879,0,80704407,298767380,1964.83,18.3,2899.8,27.01,0.749,0.24,0,0,0,0
340132,566 RUIN CREEK ROAD,NC,For-Profit,91,18648,2.0,No,12090878,1326422,0,29483822,126399416,648.37,9.57,1581.07,23.33,0.774,0.197,0,0,0,0
340168,2520 TROY DRIVE,NC,For-Profit,92,25609,1.0,No,8290510,327987,0,16186789,26459946,323.73,31.33,632.07,61.17,0.939,0.061,0,0,0,0
360051,ONE WYOMING STREET,OH,Nonprofit,734,191405,2.0,No,192373883,830789,0,308677274,1292221652,1005.06,14.89,1612.69,23.89,0.753,0.221,0,0,0,0
390201,206 EAST BROWN STREET,PA,Nonprofit,205,29661,1.0,No,51295347,1850430,0,109697471,273426523,1729.39,18.76,3698.37,40.12,0.624,0.303,0,0,0,0
390304,5800 RIDGE AVENUE,PA,For-Profit,89,10095,1.0,No,13843101,880827,0,24873841,67838629,1371.28,20.41,2463.98,36.67,0.78,0.197,0,0,0,0
400011,FONT MARTELO #100,RI,Nonprofit,65,21614,1.0,No,6950920,635004,0,13519160,33876947,321.59,20.52,625.48,39.91,0.549,0.078,0,0,0,0
400013,CARR 14 KM 1.2,RI,Nonprofit,208,63834,1.0,No,23359978,2611590,0,46534492,149715864,365.95,15.6,728.99,31.08,0.556,0.077,0,0,0,0
400048,AVE PEDRO ALBIZU CAMPOS,RI,Nonprofit,127,30757,1.0,No,15803640,865078,0,27568035,59345454,513.82,26.63,896.32,46.45,0.556,0.07,0,0,0,0
420072,503 CAROLINA WEST,SC,Nonprofit,26,1987,2.0,No,3884604,352315,0,9342679,25481056,1955.01,15.25,4701.9,36.67,0.688,0.267,0,0,0,0
420108,322 WEST SOUTH STREET,SC,Government,15,1252,2.0,No,4630289,220959,0,12984924,30618089,3698.31,15.12,10371.35,42.41,0.693,0.284,0,0,0,0
450372,2400 NORTH I-35E,TX,Nonprofit,111,34575,1.0,No,44069543,256009,0,64263741,222556085,1274.61,19.8,1858.68,28.88,0.702,0.292,0,0,0,0
451317,107 SWIFT STREET,TX,Government,20,303,2.0,No,3238185,119207,0,6590602,17871744,10687.08,18.12,21751.16,36.88,0.429,0.571,0,0,0,0
500002,401 W POPLAR ST.,WA,Nonprofit,77,16185,2.0,No,45811965,2149005,0,85577486,191978896,2830.52,23.86,5287.46,44.58,0.553,0.433,0,0,0,0
500014,1321 COLBY AVENUE,WA,Nonprofit,474,146321,1.0,No,130051028,6978960,0,281857665,832825412,888.81,15.62,1926.3,33.84,0.763,0.198,0,0,0,0
030013,2400 S AVENUE A,AZ,Nonprofit,368,38836,2.0,No,128342185,5809767,0,221354765,553159051,3304.72,23.2,5699.73,40.02,0.419,0.294,0,0,0,0
050026,5555 GROSSMONT CENTER DRIVE,CA,Nonprofit,376,105931,1.0,No,112321337,15309219,0,251910729,881204695,1060.33,12.75,2378.06,28.59,0.681,0.258,0,0,0,0
050194,75 NIELSON STREET,CA,Nonprofit,90,11965,1.0,No,22636927,2279610,0,56349164,130015411,1891.93,17.41,4709.5,43.34,0.553,0.366,0,0,0,0
050394,147 N. BRENT STREET,CA,Nonprofit,147,43810,1.0,No,65471530,9969361,0,150135975,525385725,1494.44,12.46,3426.98,28.58,0.736,0.264,0,0,0,0
050396,400 WEST PUEBLO STREET,CA,Nonprofit,284,67144,2.0,No,135107046,3043045,0,243140301,711300710,2012.2,18.99,3621.18,34.18,0.542,0.409,0,0,0,0
050455,2615 CHESTER AVENUE,CA,Nonprofit,211,53917,2.0,No,68105941,3229851,0,144045095,463694855,1263.16,14.69,2671.61,31.06,0.731,0.218,0,0,0,0
050777,2500 MERCED STREET,CA,Nonprofit,166,32509,1.0,No,79023160,569480,0,187166932,541017375,2430.81,14.61,5757.39,34.6,0.872,0.034,0,0,0,0
060003,1950 WEST MOUNTAIN VIEW AVENUE,CO,Nonprofit,105,6479,1.0,No,26665164,110077,0,46813726,111998864,4115.63,23.81,7225.46,41.8,0.582,0.211,0,0,0,0
061305,1001 E JOHNSON ST,CO,Government,15,281,2.0,No,4361443,195519,0,8401402,23768549,15521.15,18.35,29898.23,35.35,0.139,0.811,0,0,0,0
100206,2901 SWANN AVENUE,FL,For-Profit,272,16164,1.0,No,39552877,1138857,0,67508687,181139426,2446.97,21.84,4176.48,37.27,0.768,0.22,0,0,0,0
100248,201 14TH STREET,FL,For-Profit,217,55025,2.0,No,49923290,1660816,0,97601024,331075496,907.28,15.08,1773.76,29.48,0.7,0.223,0,0,0,0
110125,200 INDUSTRIAL BLVD,GA,For-Profit,107,29073,2.0,No,22343165,1295516,185158,41492214,119839278,768.52,18.64,1427.17,34.62,0.737,0.205,0,0,0,0
110177,3651 WHEELER ROAD,GA,For-Profit,176,50470,1.0,No,49586504,2872459,0,93602908,351318775,982.49,14.11,1854.62,26.64,0.733,0.206,0,0,0,0
140084,1324 NORTH SHERIDAN ROAD,IL,For-Profit,167,24940,1.0,No,24810704,473519,0,50235034,133007825,994.82,18.65,2014.24,37.77,0.721,0.279,0,0,0,0
140125,2100 MADISON AVE,IL,For-Profit,276,12146,1.0,No,16281451,338105,0,33486879,70561691,1340.48,23.07,2757.03,47.46,0.836,0.118,0,0,0,0
142009,6130 NORTH SHERIDAN ROAD,IL,For-Profit,72,9744,1.0,No,2996444,425825,0,9046591,23960503,307.52,12.51,928.43,37.76,0.642,0.231,0,0,0,0
150153,10580 N MERIDIAN ST,IN,For-Profit,80,21715,1.0,No,37088348,526,0,51858157,137524641,1707.96,26.97,2388.13,37.71,0.632,0.357,0,0,0,0
160110,1825 LOGAN AVENUE,IA,Nonprofit,170,39003,2.0,No,41915549,12159,0,68022239,288859605,1074.67,14.51,1744.03,23.55,0.476,0.276,0,0,0,0
170105,1000 HOSPITAL DRIVE,KS,Nonprofit,30,2411,2.0,No,6920226,399833,0,14172253,40588874,2870.27,17.05,5878.16,34.92,0.523,0.477,0,0,0,0
170120,1902 S. U.S. HIGHWAY 59,KS,Government,44,2959,2.0,No,12478355,900297,0,25991243,90753721,4217.09,13.75,8783.79,28.64,0.64,0.359,0,0,0,0
170146,8929 PARALLEL PARKWAY,KS,For-Profit,153,18132,1.0,No,16202838,1657071,0,35223344,104629939,893.6,15.49,1942.61,33.66,0.699,0.261,0,0,0,0
170176,10500 QUIVIRA ROAD,KS,For-Profit,183,43145,1.0,No,42335724,1558015,0,80298986,301379896,981.24,14.05,1861.14,26.64,0.705,0.24,0,0,0,0
190114,620 EAST COLLEGE,LA,Government,33,2803,2.0,No,4542079,433586,0,11096046,31093792,1620.43,14.61,3958.63,35.69,0.258,0.578,0,0,0,0
230024,6071 W. OUTER DRIVE,MI,For-Profit,179,61380,2.0,No,48511965,3202425,0,91729867,295822994,790.35,16.4,1494.46,31.01,0.789,0.158,0,0,0,0
230096,916 MYRTLE STREET,MI,Nonprofit,45,347,2.0,No,2986119,265376,0,6779960,14829312,8605.53,20.14,19538.79,45.72,0.62,0.357,0,0,0,0
230100,200 HEMLOCK ST,MI,Nonprofit,43,2165,2.0,No,9507772,0,0,17882683,52692409,4391.58,18.04,8259.9,33.94,0.657,0.316,0,0,0,0
230146,2333 BIDDLE,MI,Nonprofit,197,30709,2.0,No,50345405,0,0,107818347,312650239,1639.43,16.1,3510.97,34.49,0.739,0.227,0,0,0,0
230217,200 NORTH MADISON STREET,MI,Nonprofit,66,8675,1.0,No,25194186,1354180,0,54855811,177503926,2904.23,14.19,6323.44,30.9,0.825,0.145,0,0,0,0
230244,6245 INKSTER ROAD,MI,For-Profit,116,23148,1.0,No,23038627,2135937,0,41417325,123344826,995.28,18.68,1789.24,33.58,0.722,0.242,0,0,0,0
230264,21230 DEQUINDRE ROAD,MI,For-Profit,13,540,1.0,No,10341469,-10038,0,12798928,26676436,19150.87,38.77,23701.72,47.98,0.885,0.115,0,0,0,0
250007,150 REYNOIR STREET,MS,For-Profit,103,9072,1.0,No,13461052,897540,0,28755016,71469235,1483.8,18.83,3169.64,40.23,0.565,0.222,0,0,0,0
250100,2520 FIFTH STREET NORTH,MS,Nonprofit,128,23453,2.0,No,29587007,642800,0,47879736,195821997,1261.54,15.11,2041.52,24.45,0.454,0.437,0,0,0,0
260186,54 HOSPITAL DRIVE,MO,Nonprofit,87,14235,2.0,No,41825619,5044921,0,80909790,234169563,2938.22,17.86,5683.86,34.55,0.621,0.317,0,0,0,0
260190,2100 SE BLUE PARKWAY,MO,For-Profit,70,21127,1.0,No,20609995,837118,0,37666914,120972793,975.53,17.04,1782.88,31.14,0.663,0.296,0,0,0,0
280081,6901 NORTH 72ND STREET,NE,Nonprofit,153,34354,1.0,No,41934466,6698,0,85611811,213454585,1220.66,19.65,2492.05,40.11,0.771,0.188,0,0,0,0
340130,600 HOSPITAL DRIVE,NC,Government,164,53843,1.0,No,42857326,26780,0,71464890,275980402,795.97,15.53,1327.28,25.89,0.667,0.263,0,0,0,0
390058,361 ALEXANDER SPRING ROAD,PA,Nonprofit,52,13759,1.0,No,11801574,190431,0,38081813,119298833,857.73,9.89,2767.77,31.92,0.598,0.382,0,0,0,0
394052,145 NORTH SIXTH STREET,PA,For-Profit,86,29950,1.0,No,5510963,211859,0,10058717,21004928,184.01,26.24,335.85,47.89,0.863,0.126,0,0,0,0
420079,9330 MEDICAL PLAZA DRIVE,SC,For-Profit,306,97187,1.0,No,87649642,2757986,0,161402299,523827899,901.87,16.73,1660.74,30.81,0.668,0.258,0,0,0,0
440059,142 WEST FIFTH STREET,TN,Government,168,46042,2.0,No,34376453,5696972,0,66049836,353712083,746.63,9.72,1434.56,18.67,0.645,0.345,0,0,0,0
440193,1411 BADDOUR PARKWAY,TN,Nonprofit,105,21175,1.0,No,28587374,287704,0,53517354,177949221,1350.05,16.06,2527.38,30.07,0.673,0.265,0,0,0,0
450668,1625 MEDICAL CTR. DR.,TX,For-Profit,246,34270,1.0,No,33820407,1554807,276035,61792451,217410477,986.88,15.56,1803.11,28.42,0.787,0.185,0,0,0,0
450688,1011 NORTH GALLOWAY,TX,For-Profit,178,24148,1.0,No,13711829,1376688,0,28879505,89697845,567.82,15.29,1195.94,32.2,0.805,0.17,0,0,0,0
010104,800 MONTCLAIR ROAD,AL,For-Profit,315,94780,1.0,No,107923142,3269838,0,178403900,541148965,1138.67,19.94,1882.29,32.97,0.68,0.198,0,0,0,0
010131,ONE HOSPITAL DRIVE,AL,For-Profit,135,33256,1.0,No,44641441,2053273,0,73460445,209492574,1342.36,21.31,2208.94,35.07,0.632,0.296,0,0,0,0
030006,5301 E GRANT ROAD,AZ,Nonprofit,383,122606,2.0,No,263624741,5030055,0,348630326,849752928,2150.18,31.02,2843.5,41.03,0.502,0.226,0,0,0,0
050093,1303 E. HERNDON AVENUE,CA,Nonprofit,339,100990,1.0,No,112329899,6089238,0,175161811,587507594,1112.29,19.12,1734.45,29.81,0.624,0.316,0,0,0,0
050723,1011 BALDWIN PARK BLVD,CA,Nonprofit,239,36506,1.0,No,96007225,545246,0,191832790,542361679,2629.9,17.7,5254.83,35.37,0.915,0.043,0,0,0,0
060015,11600 W. 2ND PLACE,CO,Nonprofit,144,56995,2.0,No,101900246,3813732,0,184630839,481719066,1787.88,21.15,3239.42,38.33,0.641,0.196,0,0,0,0
180024,320 LORETTO ROAD,KY,For-Profit,57,1629,2.0,No,7032327,339416,0,11894836,41472019,4316.96,16.96,7301.93,28.68,0.643,0.351,0,0,0,0
190183,1978 INDUSTRIAL BOULEVARD,LA,Government,56,4529,1.0,No,12535937,1210800,0,23678363,88341701,2767.93,14.19,5228.17,26.8,0.799,0.193,0,0,0,0
251317,1842 SIMPSON HWY 149,MS,Nonprofit,25,1418,1.0,No,2673749,512013,0,5735107,16525136,1885.58,16.18,4044.5,34.71,0.228,0.728,0,0,0,0
270057,915 HIGHLAND BLVD,MT,Nonprofit,109,17696,2.0,No,66212151,4398821,0,122082510,360531715,3741.65,18.37,6898.88,33.86,0.506,0.363,0,0,0,0
310005,2100 WESCOTT DRIVE,NJ,Nonprofit,172,31065,1.0,No,66645367,3860174,0,130354726,409522175,2145.35,16.27,4196.19,31.83,0.547,0.42,0,0,0,0
310008,718 TEANECK ROAD,NJ,Nonprofit,265,50763,1.0,No,58667840,3006968,0,137051809,442236535,1155.72,13.27,2699.84,30.99,0.634,0.346,0,0,0,0
310045,350 ENGLE STREET,NJ,Nonprofit,242,57235,1.0,No,97370381,3161703,0,200834006,996584116,1701.24,9.77,3508.94,20.15,0.584,0.368,0,0,0,0
350070,3000 32ND AVENUE S,ND,Nonprofit,84,22320,2.0,No,93843636,3071165,0,139469079,462123562,4204.46,20.31,6248.61,30.18,0.498,0.44,0,0,0,0
390199,81 HILLCREST DRIVE,PA,Nonprofit,39,2784,2.0,No,7321623,408492,0,14322749,53995739,2629.89,13.56,5144.67,26.53,0.989,0.0,0,0,0,0
420086,1333 TAYLOR STREET,SC,Nonprofit,183,36531,1.0,No,50828900,0,660397,104129165,255980551,1391.39,19.86,2850.43,40.68,0.721,0.229,0,0,0,0
