provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
240056,500 SOUTH MAPLE STREET,MN,Nonprofit,84,13246,1.0,No,41582601,2911808,0,84079184,267522974,3139.26,15.54,6347.52,31.43,0.523,0.449,0,0,0,0
263301,ONE CHILDRENS PLACE,MO,Nonprofit,228,54796,1.0,No,177446672,154362,0,249011350,921590567,3238.31,19.25,4544.33,27.02,0.927,0.008,0,0,0,0
013300,1600 7TH AVENUE SOUTH,AL,Nonprofit,203,57581,1.0,No,179194507,3422195,0,241191330,789363018,3112.04,22.7,4188.73,30.56,0.992,0.008,0,0,0,0
052047,2801 EUREKA WAY,CA,For-Profit,56,16972,1.0,No,6940719,247122,0,15665561,43690899,408.95,15.89,923.02,35.86,0.637,0.363,0,0,0,0
061312,555 PROSPECT PARK DRIVE,CO,Government,23,451,2.0,No,3743202,4659729,0,14848991,52237552,8299.78,7.17,32924.59,28.43,0.39,0.499,0,0,0,0
101300,735 S 5TH AVE,FL,Nonprofit,25,262,2.0,No,7188558,299436,0,15135291,32928913,27437.24,21.83,57768.29,45.96,0.672,0.324,0,0,0,0
111310,1960 HIGHWAY 247 CONNECTOR,GA,Nonprofit,25,3730,1.0,No,5159783,137088,0,8787154,24519865,1383.32,21.04,2355.81,35.84,0.657,0.222,0,0,0,0
170190,1829 COLLEGE,KS,For-Profit,13,579,1.0,No,5637436,51024,0,9452921,40381397,9736.5,13.96,16326.29,23.41,0.725,0.275,0,0,0,0
210017,251 NORTH FOURTH ST.,MD,Nonprofit,18,4417,2.0,No,9663036,574901,0,22490352,75966523,2187.69,12.72,5091.77,29.61,0.453,0.511,0,0,0,0
263029,14561 NORTH OUTER FORTY ROAD,MO,For-Profit,90,22748,1.0,No,8313325,130856,0,14505274,36459156,365.45,22.8,637.65,39.78,0.496,0.48,0,0,0,0
323032,4441 EAST LOHMAN AVE,NM,For-Profit,40,12803,1.0,No,4224642,194217,0,8263341,20716608,329.97,20.39,645.42,39.89,0.505,0.495,0,0,0,0
394050,601 ROXBURY ROAD,PA,For-Profit,52,14513,2.0,No,2548579,134897,0,6516953,12140328,175.61,20.99,449.04,53.68,0.914,0.082,0,0,0,0
501313,817 COMMERCIAL STREET,WA,Government,9,259,2.0,No,5772500,422034,0,9235616,27935717,22287.64,20.66,35658.75,33.06,0.378,0.622,0,0,0,0
501320,908 10TH AVENUE SW,WA,Government,10,235,2.0,No,2100997,236875,0,3794282,12769259,8940.41,16.45,16145.88,29.71,0.353,0.647,0,0,0,0
503026,815 S. VASSAULT STREET,WA,For-Profit,60,14174,1.0,No,5024152,329526,0,8764414,24344242,354.46,20.64,618.34,36.0,0.583,0.402,0,0,0,0
033039,13060 WEST BELL ROAD,AZ,For-Profit,40,10161,1.0,No,2915597,258925,0,6212422,17329718,286.94,16.82,611.4,35.85,0.379,0.621,0,0,0,0
033040,1515 WEST CHANDLER BOULEVARD,AZ,For-Profit,50,16745,1.0,No,4308074,545654,0,8761652,22704970,257.28,18.97,523.24,38.59,0.423,0.57,0,0,0,0
040164,1400 BRADEN STREET,AR,Nonprofit,29,991,1.0,No,1345013,22998,0,4568848,8227818,1357.23,16.35,4610.34,55.53,0.889,0.095,0,0,0,0
103050,1201 OAKBRIDGE PARKWAY,FL,For-Profit,50,11230,1.0,No,4793821,59806,0,9612871,19011186,426.88,25.22,856.0,50.56,0.29,0.71,0,0,0,0
193080,1110 RINGGOLD AVE,LA,For-Profit,12,3383,2.0,No,1121681,103414,0,2020162,4757686,331.56,23.58,597.15,42.46,0.097,0.818,0,0,0,0
293034,6166 N. DURANGO DR,NV,For-Profit,44,15018,1.0,No,3843136,262325,0,8429176,25099014,255.9,15.31,561.27,33.58,0.121,0.871,0,0,0,0
400137,RD 696 INTERSEC  EFRON AVE  BO HIGUI,RI,For-Profit,48,9161,1.0,No,6335389,261250,0,9578310,20146600,691.56,31.45,1045.55,47.54,0.482,0.021,0,0,0,0
453092,425 EAST ALTON GLOOR BLVD,TX,For-Profit,40,10456,1.0,No,3422534,106348,0,7010078,16423430,327.33,20.84,670.44,42.68,0.597,0.403,0,0,0,0
501326,982 EAST COLUMBIA,WA,Nonprofit,25,2514,2.0,No,8910409,515151,0,19888780,51081520,3544.32,17.44,7911.21,38.94,0.558,0.416,0,0,0,0
524042,3169 DEMMING WAY,WI,For-Profit,72,9903,1.0,No,6975700,308057,0,11253847,17361565,704.4,40.18,1136.41,64.82,0.804,0.102,0,0,0,0
033038,8850 EAST PIMA CENTER PARKWAY,AZ,For-Profit,50,15743,1.0,No,4911293,71584,0,7621905,25466823,311.97,19.29,484.15,29.93,0.531,0.462,0,0,0,0
050708,6125 NORTH FRESNO STREET,CA,For-Profit,27,1790,1.0,No,9469387,174317,0,22023352,90878138,5290.16,10.42,12303.55,24.23,0.521,0.479,0,0,0,0
052055,730 17TH STREET,CA,For-Profit,96,30699,1.0,No,12288922,123168,0,17923496,54251489,400.3,22.65,583.85,33.04,0.793,0.207,0,0,0,0
054069,1161 E COVINA BLVD,CA,For-Profit,134,48910,1.0,No,18738924,2181603,0,30991054,50121885,383.13,37.39,633.63,61.83,0.808,0.079,0,0,0,0
294013,3247 S MARYLAND PKWY,NV,For-Profit,152,38307,1.0,No,8567240,1370646,0,18537996,33953523,223.65,25.23,483.93,54.6,0.822,0.076,0,0,0,0
370203,3100 SW 89TH STREET,OK,For-Profit,42,2838,1.0,No,19553534,827847,0,34342740,113070123,6889.9,17.29,12101.04,30.37,0.616,0.328,0,0,0,0
393054,675 GOOD DRIVE,PA,For-Profit,59,16438,1.0,No,4682561,327428,0,8749469,24228645,284.86,19.33,532.27,36.11,0.444,0.553,0,0,0,0
503025,715 S COWLEY ST,WA,Nonprofit,91,16387,1.0,No,6739842,366236,0,23904742,67042616,411.29,10.05,1458.76,35.66,0.645,0.337,0,0,0,0
011304,401 VANITY FAIR LANE,AL,Nonprofit,25,161,2.0,No,4121403,49138,0,7235044,18410997,25598.78,22.39,44938.16,39.3,0.64,0.292,0,0,0,0
030154,2648 S ARABY RD,AZ,For-Profit,9,739,1.0,No,2079735,0,0,4117341,11815134,2814.26,17.6,5571.5,34.85,0.689,0.124,0,0,0,0
111312,215 MIMS ROAD,GA,For-Profit,25,335,2.0,No,3686614,112729,0,5605290,13877892,11004.82,26.56,16732.21,40.39,0.621,0.337,0,0,0,0
113029,3351 NORTHSIDE DRIVE,GA,Nonprofit,58,16654,1.0,No,6801252,376222,0,9271318,25959297,408.39,26.2,556.7,35.71,0.602,0.334,0,0,0,0
180095,520 W GUM STREET,KY,Nonprofit,48,1866,2.0,No,3044021,403478,0,5906937,16326102,1631.31,18.65,3165.56,36.18,0.516,0.441,0,0,0,0
241366,612 SIBLEY AVENUE SOUTH,MN,Government,25,2019,2.0,No,7116968,483402,0,10414612,45798703,3525.0,15.54,5158.3,22.74,0.527,0.468,0,0,0,0
313025,1199 PLEASANT VALLEY WAY,NJ,For-Profit,336,95133,1.0,No,30054641,533521,0,50371006,224214377,315.92,13.4,529.48,22.47,0.526,0.462,0,0,0,0
360352,7630 SOUTHERN BOULEVARD,OH,For-Profit,24,1225,1.0,No,21396684,435142,0,39901574,173119807,17466.68,12.36,32572.71,23.05,0.762,0.233,0,0,0,0
361331,1430 COLUMBUS AVE,OH,Nonprofit,19,1490,2.0,No,9925816,9122,0,20161000,51539806,6661.62,19.26,13530.87,39.12,0.589,0.402,0,0,0,0
363305,700 CHILDRENS DRIVE,OH,Nonprofit,369,76474,1.0,No,311477096,8374843,14341386,465719743,1838759007,4072.98,16.94,6089.91,25.33,0.92,0.007,0,0,0,0
450889,7115 GREENVILLE AVE  SUITE 100,TX,For-Profit,9,593,1.0,No,8570437,521013,0,11096749,59116266,14452.68,14.5,18712.9,18.77,0.472,0.528,0,0,0,0
021301,911 MEALS AVENUE,AK,Government,11,234,2.0,No,3298140,313165,0,9287465,21588206,14094.62,15.28,39690.02,43.02,0.671,0.299,0,0,0,0
042011,1200 SOUTH MAIN STREET,AR,For-Profit,20,4106,2.0,No,859886,30,0,1769076,6716527,209.42,12.8,430.85,26.34,0.409,0.575,0,0,0,0
053043,2181 CITRICADO PARKWAY,CA,For-Profit,52,11540,1.0,No,5356169,386006,0,9562885,26323804,464.14,20.35,828.67,36.33,0.462,0.512,0,0,0,0
254007,3531 EAST LAKELAND DRIVE,MS,For-Profit,105,17790,1.0,No,4397150,190023,0,10054153,19030721,247.17,23.11,565.16,52.83,0.168,0.029,0,0,0,0
441322,5001 EAST MAIN STREET,TN,Government,25,527,2.0,No,23122705,2078373,0,28695414,40087964,43876.1,57.68,54450.5,71.58,0.33,0.63,0,0,0,0
444031,1240 TENNOVA MEDICAL WAY,TN,For-Profit,64,16948,1.0,No,4947933,151294,0,8194873,15759579,291.95,31.4,483.53,52.0,0.559,0.166,0,0,0,0
450864,1814 ROSELAND BLVD,TX,For-Profit,20,3645,1.0,No,8951843,653081,0,22823070,102439279,2455.92,8.74,6261.47,22.28,0.521,0.479,0,0,0,0
103046,2708 SW ARCHER ROAD,FL,For-Profit,60,18334,1.0,No,6545595,100545,0,9761691,29129368,357.02,22.47,532.44,33.51,0.6,0.396,0,0,0,0
190251,8080 BLUEBONNET BLVD.,LA,For-Profit,16,568,1.0,No,3530409,485715,0,6413803,41189944,6215.51,8.57,11291.91,15.57,0.808,0.187,0,0,0,0
273025,3572 HESPER ROAD,MT,For-Profit,34,7745,1.0,No,5380662,174611,0,7561826,15119232,694.73,35.59,976.35,50.01,0.312,0.643,0,0,0,0
291311,360 S LOLA LANE,NV,For-Profit,25,4325,2.0,No,4201646,833993,0,11567141,32440579,971.48,12.95,2674.48,35.66,0.719,0.186,0,0,0,0
361314,615 FULTON STREET,OH,Nonprofit,21,1501,1.0,No,7750409,434931,0,19431938,54524016,5163.5,14.21,12945.99,35.64,0.594,0.396,0,0,0,0
361322,139 GARAU STREET,OH,Nonprofit,25,148,1.0,No,2642255,0,0,6548729,18397889,17853.07,14.36,44248.17,35.6,0.662,0.324,0,0,0,0
490147,2501 PARKERS LANE  4TH FLOOR,VA,For-Profit,32,4210,1.0,No,2935373,0,0,3962671,13393516,697.24,21.92,941.25,29.59,0.428,0.572,0,0,0,0
493027,250 JOSEPHS DRIVE,VA,For-Profit,50,16023,1.0,No,5123067,143066,0,7451058,21958466,319.73,23.33,465.02,33.93,0.397,0.594,0,0,0,0
511319,300 S. PRESTON STREET,WV,Nonprofit,20,3387,2.0,No,12474517,0,0,22073334,60603816,3683.06,20.58,6517.08,36.42,0.634,0.346,0,0,0,0
021306,1915 E REZANOF DRIVE,AK,Nonprofit,24,1712,2.0,No,9314054,432385,0,22697232,55385631,5440.45,16.82,13257.73,40.98,0.315,0.394,0,0,0,0
044019,1955 W. TRUCKERS DRIVE,AR,For-Profit,80,13789,1.0,No,4814891,208754,0,8928225,14818281,349.18,32.49,647.49,60.25,0.821,0.023,0,0,0,0
050726,1421 OAKDALE ROAD,CA,For-Profit,23,586,1.0,No,3467459,237188,0,10565775,30760657,5917.17,11.27,18030.33,34.35,0.802,0.198,0,0,0,0
140147,800 EAST LOCUST,IL,Nonprofit,39,3222,2.0,No,11778178,848130,0,23753979,63700314,3655.55,18.49,7372.43,37.29,0.439,0.512,0,0,0,0
193078,8000 SUMMA AVENUE,LA,For-Profit,20,3942,1.0,No,3267646,38450,0,5458056,12952584,828.93,25.23,1384.59,42.14,0.503,0.497,0,0,0,0
201311,UPPER COURT STREET,ME,Nonprofit,25,2141,2.0,No,6907277,660049,0,17012204,50342091,3226.19,13.72,7945.91,33.79,0.38,0.383,0,0,0,0
241306,100 HEALTH WAY,MN,Nonprofit,16,975,2.0,No,5044462,518544,0,7579179,28439686,5173.81,17.74,7773.52,26.65,0.408,0.519,0,0,0,0
271343,6 13TH AVE E,MT,Nonprofit,22,1615,2.0,No,7015409,418326,0,17025945,47911117,4343.91,14.64,10542.38,35.54,0.456,0.359,0,0,0,0
313027,2381 LAWRENCEVILLE RD,NJ,For-Profit,60,12850,1.0,No,4484913,129377,0,10893168,25876286,349.02,17.33,847.72,42.1,0.424,0.489,0,0,0,0
361304,545 SOUTH STREET,OH,Nonprofit,25,384,2.0,No,3375334,0,0,8072617,21981203,8789.93,15.36,21022.44,36.73,0.568,0.417,0,0,0,0
370212,8100 SOUTH WALKER,OK,For-Profit,9,586,1.0,No,5219128,245222,0,10235670,50058489,8906.36,10.43,17467.01,20.45,0.597,0.403,0,0,0,0
390322,3300 TILLMAN DRIVE,PA,For-Profit,24,1008,1.0,No,5442200,296339,0,13252637,48892222,5399.01,11.13,13147.46,27.11,0.678,0.322,0,0,0,0
460049,5848 SOUTH 3RD EAST,UT,Nonprofit,14,404,1.0,No,11902459,0,0,20775380,61121978,29461.53,19.47,51424.21,33.99,0.795,0.203,0,0,0,0
130063,8800 WEST EMERALD STREET  100,ID,For-Profit,28,367,1.0,No,15255348,268078,0,19845881,84798492,41567.71,17.99,54075.97,23.4,0.738,0.262,0,0,0,0
190245,2408 BROADMOOR BLVD.,LA,For-Profit,10,256,1.0,No,3355140,250529,0,8279356,29223970,13106.02,11.48,32341.23,28.33,0.473,0.527,0,0,0,0
241369,515 SOUTH MOORE STREET,MN,Nonprofit,24,1482,2.0,No,4109848,508254,0,12132302,37893934,2773.18,10.85,8186.44,32.02,0.453,0.418,0,0,0,0
340049,3916 BEN FRANKLIN BLVD,NC,For-Profit,18,1302,1.0,No,9752837,541645,0,17259630,60347999,7490.66,16.16,13256.24,28.6,0.673,0.32,0,0,0,0
343026,1100 BLYTHE BLVD,NC,Government,150,44340,1.0,No,29735029,9486,86194,41764729,123609675,670.61,24.06,941.92,33.79,0.665,0.284,0,0,0,0
351326,115 VIVIAN STREET,ND,Nonprofit,14,916,2.0,No,2322725,299164,0,6045671,17660619,2535.73,13.15,6600.08,34.23,0.275,0.656,0,0,0,0
370206,14101 PARKWAY COMMONS DRIVE,OK,For-Profit,23,4700,1.0,No,9120928,98174,0,15527613,69571129,1940.62,13.11,3303.75,22.32,0.639,0.344,0,0,0,0
450834,3131 UNIVERSITY DRIVE E.,TX,For-Profit,16,548,1.0,No,3549644,201785,0,6751661,23421180,6477.45,15.16,12320.55,28.83,0.538,0.462,0,0,0,0
450876,4810 NORTH LOOP 289,TX,For-Profit,58,3763,1.0,No,12869089,796043,0,27130876,93904003,3419.9,13.7,7209.91,28.89,0.601,0.399,0,0,0,0
031314,5880 S. HOSPITAL DRIVE,AZ,Nonprofit,19,5664,2.0,No,13436434,1174808,0,22548102,82727144,2372.25,16.24,3980.95,27.26,0.694,0.306,0,0,0,0
190255,4811 AMBASSADOR CAFFERY PKWY,LA,For-Profit,10,364,1.0,No,3728321,316840,0,8507839,45201645,10242.64,8.25,23373.18,18.82,0.854,0.137,0,0,0,0
193069,370 W HICKORY AVENUE,LA,For-Profit,10,2616,1.0,No,1011104,247075,496759,3317653,8659131,386.51,11.68,1268.22,38.31,0.062,0.92,0,0,0,0
213029,9909 MEDICAL CENTER DRIVE,MD,Nonprofit,97,31866,1.0,No,19489260,172734,0,34413311,78789228,611.6,24.74,1079.94,43.68,0.477,0.51,0,0,0,0
330270,535 EAST 70TH STREET,NY,Nonprofit,166,26842,2.0,No,319964654,3516938,0,537890321,1290375976,11920.3,24.8,20039.13,41.68,0.599,0.396,0,0,0,0
370192,9204 NORTH WAY,OK,For-Profit,9,410,1.0,No,3010789,166851,0,4658535,14570215,7343.39,20.66,11362.28,31.97,0.695,0.232,0,0,0,0
381303,725 S. WAHANNA ROAD,OR,Nonprofit,25,4082,2.0,No,12615665,732414,0,26923365,79240232,3090.56,15.92,6595.63,33.98,0.435,0.547,0,0,0,0
381318,810 12TH ST,OR,Nonprofit,25,4403,2.0,No,13994384,1115894,0,33329433,90632048,3178.37,15.44,7569.71,36.77,0.589,0.385,0,0,0,0
501303,800 ALDER STREET,WA,Government,10,667,2.0,No,5278611,383953,0,13010089,27121538,7913.96,19.46,19505.38,47.97,0.378,0.538,0,0,0,0
521334,800 RIVERSIDE DRIVE,WI,Nonprofit,21,2572,2.0,No,7411882,100692,0,15060956,43096355,2881.76,17.2,5855.74,34.95,0.707,0.26,0,0,0,0
051301,115 W. E ST.,CA,Nonprofit,21,2230,1.0,No,11112150,234300,0,22857394,53191946,4983.03,20.89,10249.95,42.97,0.599,0.335,0,0,0,0
