measure_key,measure_name,mod1,paid,measure_total_paid,share
spinj,Spinal injection for low back,AF,140.37,315345599.16,4.4513067686344684e-07
spinj,Spinal injection for low back,PD,131.87,315345599.16,4.1817612280389495e-07
spinj,Spinal injection for low back,TA,118.14,315345599.16,3.746365901877011e-07
spinj,Spinal injection for low back,82,116.72,315345599.16,3.701335940977525e-07
spinj,Spinal injection for low back,GZ,99.0,315345599.16,3.139412766936043e-07
spinj,Spinal injection for low back,ER,86.85,315345599.16,2.7541212000848014e-07
spinj,Spinal injection for low back,KY,69.91,315345599.16,2.2169327932979673e-07
spinj,Spinal injection for low back,Q0,57.23,315345599.16,1.8148342692095933e-07
spinj,Spinal injection for low back,GE,51.34,315345599.16,1.628055065196934e-07
spinj,Spinal injection for low back,E1,50.47,315345599.16,1.6004662863359807e-07
spinj,Spinal injection for low back,77,46.31,315345599.16,1.468547527644527e-07
spinj,Spinal injection for low back,TP,43.83,315345599.16,1.3899036522707755e-07
spinj,Spinal injection for low back,GF,25.36,315345599.16,8.04197048176748e-08
spinj,Spinal injection for low back,81,18.6,315345599.16,5.898290653031354e-08
spinj,Spinal injection for low back,24,0.0,315345599.16,0.0
spinj,Spinal injection for low back,25,0.0,315345599.16,0.0
spinj,Spinal injection for low back,26,0.0,315345599.16,0.0
spinj,Spinal injection for low back,AT,0.0,315345599.16,0.0
spinj,Spinal injection for low back,GP,0.0,315345599.16,0.0
spinj,Spinal injection for low back,GT,0.0,315345599.16,0.0
spinj,Spinal injection for low back,GY,0.0,315345599.16,0.0
spinj,Spinal injection for low back,NC,0.0,315345599.16,0.0
spinj,Spinal injection for low back,PC,0.0,315345599.16,0.0
spinj,Spinal injection for low back,QX,0.0,315345599.16,0.0
spinj,Spinal injection for low back,QY,0.0,315345599.16,0.0
spinj,Spinal injection for low back,QZ,0.0,315345599.16,0.0
spinj,Spinal injection for low back,T2,0.0,315345599.16,0.0
spinj,Spinal injection for low back,T4,0.0,315345599.16,0.0
spinj,Spinal injection for low back,TC,0.0,315345599.16,0.0
spinj,Spinal injection for low back,U6,0.0,315345599.16,0.0
spinj,Spinal injection for low back,UD,0.0,315345599.16,0.0
stress,Stress test stable CAD,GLOBAL,325551971.59999996,479731468.92,0.6786129172074159
stress,Stress test stable CAD,26,65362632.81,479731468.92,0.13624837444403687
stress,Stress test stable CAD,51,29506799.52,479731468.92,0.06150690840946386
stress,Stress test stable CAD,ME,24064827.58,479731468.92,0.05016312070203809
stress,Stress test stable CAD,TC,13169106.28,479731468.92,0.02745099526125954
stress,Stress test stable CAD,59,5909341.07,479731468.92,0.012318018418311103
stress,Stress test stable CAD,MG,4339588.3,479731468.92,0.009045869577348218
stress,Stress test stable CAD,GA,2160654.51,479731468.92,0.0045038832137991565
stress,Stress test stable CAD,MC,1949507.06,479731468.92,0.004063746462971975
stress,Stress test stable CAD,MH,1708200.72,479731468.92,0.0035607435214654627
stress,Stress test stable CAD,QQ,1190396.0999999999,479731468.92,0.0024813800576391
stress,Stress test stable CAD,GC,1074651.46,479731468.92,0.0022401104151439535
stress,Stress test stable CAD,X5,980148.57,479731468.92,0.0020431191895886433
stress,Stress test stable CAD,MF,758696.2999999999,479731468.92,0.0015815020467763396
stress,Stress test stable CAD,CR,399407.52,479731468.92,0.0008325647698266906
stress,Stress test stable CAD,XP,301349.55000000005,479731468.92,0.0006281629818415208
stress,Stress test stable CAD,XU,294558.34,479731468.92,0.0006140067080926071
stress,Stress test stable CAD,GW,170065.05000000002,479731468.92,0.00035450050917622847
stress,Stress test stable CAD,AQ,146134.49,479731468.92,0.0003046172691755799
stress,Stress test stable CAD,XE,123931.78,479731468.92,0.00025833573161044155
stress,Stress test stable CAD,X2,122644.19,479731468.92,0.0002556517509182874
stress,Stress test stable CAD,Q6,87731.25,479731468.92,0.00018287574546132194
stress,Stress test stable CAD,52,47143.38,479731468.92,9.82703513407865e-05
stress,Stress test stable CAD,X4,46649.52,479731468.92,9.724090042502353e-05
stress,Stress test stable CAD,GV,45413.619999999995,479731468.92,9.466466751125965e-05
stress,Stress test stable CAD,XS,44414.92,479731468.92,9.258287787538621e-05
stress,Stress test stable CAD,MA,40302.85999999999,479731468.92,8.401129092225737e-05
stress,Stress test stable CAD,X1,28118.449999999997,479731468.92,5.861289454974034e-05
stress,Stress test stable CAD,Q5,19631.149999999998,479731468.92,4.0921122068966646e-05
stress,Stress test stable CAD,CC,16211.410000000002,479731468.92,3.37926757994344e-05
stress,Stress test stable CAD,53,15278.05,479731468.92,3.1847087359924194e-05
stress,Stress test stable CAD,PN,7840.58,479731468.92,1.6343684973702432e-05
stress,Stress test stable CAD,77,7220.16,479731468.92,1.5050419803092037e-05
stress,Stress test stable CAD,CT,6902.410000000001,479731468.92,1.43880700916684e-05
stress,Stress test stable CAD,79,6901.670000000001,479731468.92,1.438652756204935e-05
stress,Stress test stable CAD,76,3785.4300000000003,479731468.92,7.890726886276577e-06
stress,Stress test stable CAD,KX,3077.72,479731468.92,6.415505755602704e-06
stress,Stress test stable CAD,Q1,2199.4,479731468.92,4.584648167758142e-06
stress,Stress test stable CAD,PD,2101.5299999999997,479731468.92,4.380638203141205e-06
stress,Stress test stable CAD,PO,2078.7000000000003,479731468.92,4.333049079893994e-06
stress,Stress test stable CAD,25,1702.7299999999998,479731468.92,3.549339808441766e-06
stress,Stress test stable CAD,JZ,1555.76,479731468.92,3.2429809191013035e-06
stress,Stress test stable CAD,QJ,1180.62,479731468.92,2.4610017822217953e-06
stress,Stress test stable CAD,62,1075.47,479731468.92,2.241816661352573e-06
stress,Stress test stable CAD,ET,945.14,479731468.92,1.970143843445908e-06
stress,Stress test stable CAD,SA,822.61,479731468.92,1.714730121523836e-06
stress,Stress test stable CAD,GZ,785.26,479731468.92,1.6368740657514588e-06
stress,Stress test stable CAD,LT,769.25,479731468.92,1.6035012289933392e-06
stress,Stress test stable CAD,Q0,665.23,479731468.92,1.3866715925423974e-06
stress,Stress test stable CAD,AO,589.54,479731468.92,1.2288958265072905e-06
stress,Stress test stable CAD,MB,580.61,479731468.92,1.210281246104417e-06
stress,Stress test stable CAD,95,572.0,479731468.92,1.1923337055368088e-06
stress,Stress test stable CAD,RT,567.02,479731468.92,1.1819528981004917e-06
stress,Stress test stable CAD,JW,327.1,479731468.92,6.818397816102975e-07
stress,Stress test stable CAD,FY,256.56,479731468.92,5.347991879239924e-07
stress,Stress test stable CAD,Q3,238.63,479731468.92,4.974241121542809e-07
stress,Stress test stable CAD,FS,229.4,479731468.92,4.78184181905846e-07
stress,Stress test stable CAD,GX,212.85,479731468.92,4.436857154257163e-07
stress,Stress test stable CAD,CG,204.35,479731468.92,4.259674698014805e-07
stress,Stress test stable CAD,AG,197.05,479731468.92,4.107506235594898e-07
stress,Stress test stable CAD,AM,107.08000000000001,479731468.92,2.2320820487566694e-07
stress,Stress test stable CAD,GF,64.14,479731468.92,1.336997969809981e-07
stress,Stress test stable CAD,UD,54.8,479731468.92,1.1423057178919075e-07
stress,Stress test stable CAD,24,52.11,479731468.92,1.0862326817399143e-07
stress,Stress test stable CAD,58,27.86,479731468.92,5.807415565778932e-08
stress,Stress test stable CAD,KV,27.42,479731468.92,5.715697588429947e-08
stress,Stress test stable CAD,HB,17.19,479731468.92,3.583254615066039e-08
stress,Stress test stable CAD,93,15.72,479731468.92,3.27683319074102e-08
stress,Stress test stable CAD,TH,10.41,479731468.92,2.1699639640975838e-08
stress,Stress test stable CAD,97,0.0,479731468.92,0.0
stress,Stress test stable CAD,AS,0.0,479731468.92,0.0
stress,Stress test stable CAD,GP,0.0,479731468.92,0.0
stress,Stress test stable CAD,GY,0.0,479731468.92,0.0
stress,Stress test stable CAD,NC,0.0,479731468.92,0.0
stress,Stress test stable CAD,QW,0.0,479731468.92,0.0
stress,Stress test stable CAD,SC,0.0,479731468.92,0.0
stress,Stress test stable CAD,ST,0.0,479731468.92,0.0
stress,Stress test stable CAD,SU,0.0,479731468.92,0.0
sync,Head imaging for syncope,26,259962255.24,372049186.83,0.6987308787178838
sync,Head imaging for syncope,GLOBAL,64650285.080000006,372049186.83,0.1737681128424038
sync,Head imaging for syncope,TC,17965454.55,372049186.83,0.04828784791353122
sync,Head imaging for syncope,X5,8514560.870000001,372049186.83,0.022885578497153253
sync,Head imaging for syncope,MG,4485327.27,372049186.83,0.012055737329294245
sync,Head imaging for syncope,51,4419868.37,372049186.83,0.011879795807804213
sync,Head imaging for syncope,MH,3044524.01,372049186.83,0.008183122333744358
sync,Head imaging for syncope,ME,2792604.81,372049186.83,0.0075060097128394525
sync,Head imaging for syncope,GA,1971627.9300000002,372049186.83,0.005299374383261033
sync,Head imaging for syncope,GC,1825552.28,372049186.83,0.004906749818631232
sync,Head imaging for syncope,59,687201.23,372049186.83,0.0018470709097773196
sync,Head imaging for syncope,Q6,610086.3400000001,372049186.83,0.0016398002242611167
sync,Head imaging for syncope,QQ,224456.78,372049186.83,0.0006032986711043687
sync,Head imaging for syncope,MF,188736.16999999998,372049186.83,0.0005072882207003425
sync,Head imaging for syncope,MC,158799.38,372049186.83,0.00042682361800876624
sync,Head imaging for syncope,CT,93743.88,372049186.83,0.0002519663617564478
sync,Head imaging for syncope,Q1,74462.29,372049186.83,0.00020014098306314526
sync,Head imaging for syncope,XU,71356.37000000001,372049186.83,0.0001917928395650675
sync,Head imaging for syncope,52,63563.880000000005,372049186.83,0.0001708480551767586
sync,Head imaging for syncope,GW,48689.91,372049186.83,0.0001308695509184054
sync,Head imaging for syncope,76,47076.630000000005,372049186.83,0.0001265333500688732
sync,Head imaging for syncope,XS,35021.18000000001,372049186.83,9.41305108026004e-05
sync,Head imaging for syncope,CR,18491.54,372049186.83,4.9701869146805366e-05
sync,Head imaging for syncope,MA,16000.05,372049186.83,4.300520083467051e-05
sync,Head imaging for syncope,22,14108.99,372049186.83,3.792237827534026e-05
sync,Head imaging for syncope,X4,10251.210000000001,372049186.83,2.7553372948733455e-05
sync,Head imaging for syncope,GV,10189.26,372049186.83,2.738686270709622e-05
sync,Head imaging for syncope,XP,9403.810000000001,372049186.83,2.527571711720169e-05
sync,Head imaging for syncope,XE,8725.369999999999,372049186.83,2.3452194787316853e-05
sync,Head imaging for syncope,53,7474.97,372049186.83,2.0091348844730925e-05
sync,Head imaging for syncope,RT,3693.38,372049186.83,9.92712826889637e-06
sync,Head imaging for syncope,77,2599.52,372049186.83,6.987033145130339e-06
sync,Head imaging for syncope,JZ,2427.2599999999998,372049186.83,6.524029848529369e-06
sync,Head imaging for syncope,MD,2100.7200000000003,372049186.83,5.646350198743694e-06
sync,Head imaging for syncope,Q0,1562.92,372049186.83,4.2008424029001935e-06
sync,Head imaging for syncope,LT,1294.07,372049186.83,3.4782228958110795e-06
sync,Head imaging for syncope,Q5,1249.19,372049186.83,3.3575936844361146e-06
sync,Head imaging for syncope,FY,925.13,372049186.83,2.486579819949233e-06
sync,Head imaging for syncope,MB,908.81,372049186.83,2.4427146521765184e-06
sync,Head imaging for syncope,CC,843.95,372049186.83,2.268382864079811e-06
sync,Head imaging for syncope,GX,675.88,372049186.83,1.8166415192538213e-06
sync,Head imaging for syncope,QJ,452.82,372049186.83,1.2170971366936666e-06
sync,Head imaging for syncope,AQ,427.35,372049186.83,1.1486384465483823e-06
sync,Head imaging for syncope,95,67.38,372049186.83,1.8110508606161222e-07
sync,Head imaging for syncope,KX,58.8,372049186.83,1.5804361918110417e-07
sync,Head imaging for syncope,23,0.0,372049186.83,0.0
sync,Head imaging for syncope,24,0.0,372049186.83,0.0
sync,Head imaging for syncope,25,0.0,372049186.83,0.0
sync,Head imaging for syncope,62,0.0,372049186.83,0.0
sync,Head imaging for syncope,99,0.0,372049186.83,0.0
sync,Head imaging for syncope,GY,0.0,372049186.83,0.0
sync,Head imaging for syncope,GZ,0.0,372049186.83,0.0
sync,Head imaging for syncope,NC,0.0,372049186.83,0.0
sync,Head imaging for syncope,PD,0.0,372049186.83,0.0
sync,Head imaging for syncope,SH,0.0,372049186.83,0.0
t3,T3 in hypothyroidism,GLOBAL,30916524.45,32457711.1,0.9525170876882935
t3,T3 in hypothyroidism,90,1085020.22,32457711.1,0.03342873490546288
t3,T3 in hypothyroidism,GA,197971.03,32457711.1,0.006099352766745157
t3,T3 in hypothyroidism,59,116060.63,32457711.1,0.003575749061368656
t3,T3 in hypothyroidism,Q4,63226.8,32457711.1,0.0019479746986841595
t3,T3 in hypothyroidism,GW,47106.13,32457711.1,0.001451307821887662
t3,T3 in hypothyroidism,91,12268.44,32457711.1,0.00037798229093240036
t3,T3 in hypothyroidism,GV,10708.81,32457711.1,0.00032993115155307423
t3,T3 in hypothyroidism,Q1,7312.789999999999,32457711.1,0.00022530208545728286
t3,T3 in hypothyroidism,Q5,332.0,32457711.1,1.0228694160753683e-05
t3,T3 in hypothyroidism,77,240.90000000000003,32457711.1,7.421965130498682e-06
t3,T3 in hypothyroidism,CC,229.70000000000002,32457711.1,7.076900749172051e-06
t3,T3 in hypothyroidism,AY,225.1,32457711.1,6.935177878270041e-06
t3,T3 in hypothyroidism,XS,101.9,32457711.1,3.1394696836771092e-06
t3,T3 in hypothyroidism,XU,80.30000000000001,32457711.1,2.473988376832894e-06
t3,T3 in hypothyroidism,QJ,77.60000000000001,32457711.1,2.390803213477367e-06
t3,T3 in hypothyroidism,XE,49.8,32457711.1,1.5343041241130522e-06
t3,T3 in hypothyroidism,95,33.2,32457711.1,1.0228694160753684e-06
t3,T3 in hypothyroidism,LT,33.2,32457711.1,1.0228694160753684e-06
t3,T3 in hypothyroidism,RT,33.2,32457711.1,1.0228694160753684e-06
t3,T3 in hypothyroidism,GC,27.8,32457711.1,8.564990893643144e-07
t3,T3 in hypothyroidism,76,16.6,32457711.1,5.114347080376842e-07
t3,T3 in hypothyroidism,Q6,16.6,32457711.1,5.114347080376842e-07
t3,T3 in hypothyroidism,51,13.9,32457711.1,4.282495446821572e-07
t3,T3 in hypothyroidism,26,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,97,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,CG,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,GY,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,GZ,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,QW,0.0,32457711.1,0.0
t3,T3 in hypothyroidism,SA,0.0,32457711.1,0.0
