hcpcs_cd,max_share,max_share_measure,n_measures,phys_paid,phys_alowd,phys_srvcs,hopd_paid,hopd_alowd,hopd_srvcs,combined_paid,combined_alowd,lv_paid,lv_alowd,patient_oop
75564,0.4,preopst,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75574,0.4,preopst,2,21129107.46020018,27424422.5302815,171670.0,0.0,0.0,0.0,21129107.46020018,27424422.5302815,8451642.984080072,10969769.0121126,2518126.0280325282
75940,0.55,ivc,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75960,0.65,renlstent,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75966,0.65,renlstent,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76070,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76071,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76075,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76076,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76078,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76880,0.35,plant,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76881,0.35,plant,1,7193882.000015528,9402016.050041791,182058.0,0.0,0.0,0.0,7193882.000015528,9402016.050041791,2517858.7000054345,3290705.6175146266,772846.9175091921
76882,0.35,plant,1,8947488.380031785,11916771.959983937,327808.0,0.0,0.0,0.0,8947488.380031785,11916771.959983937,3131620.9330111244,4170870.185994378,1039249.2529832534
76977,0.3,bmd,1,3642.8500000271997,3642.8500000271997,548.0,0.0,0.0,0.0,3642.8500000271997,3642.8500000271997,1092.8550000081598,1092.8550000081598,0.0
77057,0.1,cncr,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77078,0.3,bmd,1,569089.639995478,569089.639995478,10744.0,0.0,0.0,0.0,569089.639995478,569089.639995478,170726.89199864338,170726.89199864338,0.0
77079,0.3,bmd,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77080,0.3,bmd,1,61448706.730362944,61448716.1404316,2831498.0,0.0,0.0,0.0,61448706.730362944,61448716.1404316,18434612.019108884,18434614.84212948,2.8230205960571766
